gene	Knum
NODE_30547_length_569_cov_6.054878_g23297_i0.p2	K07533
NODE_30549_length_569_cov_5.176829_g23299_i0.p2	K02899
NODE_30552_length_569_cov_4.579268_g23302_i0.p1	K02888
NODE_30553_length_569_cov_4.065041_g23303_i0.p3	K16196
NODE_30554_length_569_cov_3.906504_g23304_i0.p5	K10877
NODE_30555_length_569_cov_3.632114_g23305_i0.p1	K11720
NODE_30557_length_569_cov_3.343496_g23307_i0.p1	K03469
NODE_3055_length_2969_cov_26.500346_g2058_i0.p2	K00500
NODE_30560_length_569_cov_2.219512_g23310_i0.p2	K15577
NODE_30561_length_569_cov_2.099593_g23311_i0.p1	K04574
NODE_30562_length_569_cov_1.776423_g23312_i0.p2	K01273
NODE_30565_length_568_cov_57148.128310_g23315_i0.p2	K19520
NODE_30568_length_568_cov_2113.427699_g23318_i0.p1	K16309
NODE_30569_length_568_cov_1397.983707_g23319_i0.p1	K17609
NODE_3056_length_2968_cov_3023.922172_g2059_i0.p1	K03006
NODE_30570_length_568_cov_1128.879837_g23320_i0.p1	K03068
NODE_30572_length_568_cov_222.635438_g23322_i0.p2	K24816
NODE_30573_length_568_cov_189.415479_g23323_i0.p1	K17358
NODE_30574_length_568_cov_171.796334_g23324_i0.p1	K03657
NODE_30575_length_568_cov_94.205703_g23325_i0.p1	K03763
NODE_30576_length_568_cov_42.541752_g23326_i0.p2	K04043
NODE_30577_length_568_cov_24.788187_g23327_i0.p1	K24938
NODE_3057_length_2968_cov_2193.287098_g2060_i0.p1	K12132
NODE_30580_length_568_cov_16.450102_g23330_i0.p2	K19193
NODE_30582_length_568_cov_9.323829_g23332_i0.p2	K10189
NODE_30583_length_568_cov_7.521385_g23333_i0.p1	K07494
NODE_30584_length_568_cov_6.539715_g23334_i0.p2	K17900
NODE_30585_length_568_cov_6.224033_g23335_i0.p2	K06115
NODE_3058_length_2968_cov_439.298513_g2061_i0.p1	K01421
NODE_30593_length_568_cov_2.016293_g23343_i0.p1	K06867
NODE_30598_length_568_cov_1.452138_g23348_i0.p1	K0191
NODE_3059_length_2968_cov_49.942926_g2062_i0.p1	K21867
NODE_305_length_6273_cov_3841.012105_g102_i3.p1	K04681
NODE_305_length_6273_cov_3841.012105_g102_i3.p9	K03233
NODE_305_length_6273_cov_3841.012105_g102_i3.p2	K01279
NODE_305_length_6273_cov_3841.012105_g102_i3.p1	K06669
NODE_30600_length_567_cov_24631.034694_g23350_i0.p1	K02917
NODE_30601_length_567_cov_6136.034694_g23351_i0.p2	K12567
NODE_30602_length_567_cov_5723.126531_g23352_i0.p2	K06784
NODE_30603_length_567_cov_3395.893878_g23353_i0.p1	K00976
NODE_30604_length_567_cov_2683.420408_g23354_i0.p1	K09228
NODE_30605_length_567_cov_2559.773469_g12238_i2.p1	K23930
NODE_30606_length_567_cov_2050.200000_g23355_i0.p1	K02417
NODE_30607_length_567_cov_1893.989796_g23356_i0.p1	K23554
NODE_30608_length_567_cov_1599.436735_g23357_i0.p1	K12179
NODE_30609_length_567_cov_1579.557143_g23358_i0.p1	K20276
NODE_3060_length_2967_cov_3339.419377_g2063_i0.p1	K08776
NODE_30611_length_567_cov_1475.222449_g23360_i0.p1	K20276
NODE_30612_length_567_cov_1435.087755_g23361_i0.p1	K20276
NODE_30613_length_567_cov_1350.918367_g23362_i0.p1	K20276
NODE_30614_length_567_cov_1138.332653_g23363_i0.p1	K23554
NODE_30615_length_567_cov_653.675510_g23364_i0.p1	K11436
NODE_30616_length_567_cov_587.330612_g23365_i0.p1	K10404
NODE_30617_length_567_cov_318.377551_g23366_i0.p4	K04043
NODE_30618_length_567_cov_144.100000_g15644_i1.p2	K16755
NODE_3061_length_2967_cov_423.352941_g2064_i0.p1	K03655
NODE_30620_length_567_cov_108.524490_g23368_i0.p1	K24181
NODE_30621_length_567_cov_98.738776_g23369_i0.p1	K11665
NODE_30626_length_567_cov_10.502041_g23374_i0.p1	K24793
NODE_30628_length_567_cov_8.720408_g23376_i0.p1	K03469
NODE_30630_length_567_cov_7.383673_g23378_i0.p3	K07025
NODE_30633_length_567_cov_6.887755_g23381_i0.p3	K04078
NODE_30634_length_567_cov_6.481633_g23382_i0.p1	K22649
NODE_30635_length_567_cov_5.542857_g23383_i0.p1	K25460
NODE_30636_length_567_cov_4.626531_g23384_i0.p1	K14778
NODE_30637_length_567_cov_4.346939_g23385_i0.p1	K20478
NODE_30638_length_567_cov_3.991837_g23386_i0.p2	K02275
NODE_30639_length_567_cov_3.965306_g23387_i0.p2	K03040
NODE_3063_length_2966_cov_4847.208377_g2066_i0.p1	K12567
NODE_3063_length_2966_cov_4847.208377_g2066_i0.p4	K25636
NODE_30642_length_567_cov_2.897959_g23390_i0.p2	K02602
NODE_30644_length_567_cov_1.746939_g23392_i0.p2	K09015
NODE_30645_length_567_cov_1.734694_g23393_i0.p1	K20478
NODE_30649_length_566_cov_2821.419223_g16451_i2.p1	K02656
NODE_30650_length_566_cov_2202.775051_g23396_i0.p1	K03017
NODE_30651_length_566_cov_1568.110429_g23397_i0.p3	K10807
NODE_30652_length_566_cov_1357.525562_g23398_i0.p1	K13708
NODE_30653_length_566_cov_1012.695297_g23399_i0.p1	K11158
NODE_30654_length_566_cov_891.685072_g23400_i0.p1	K17388
NODE_30655_length_566_cov_873.846626_g23401_i0.p1	K14823
NODE_30657_length_566_cov_320.096115_g23403_i0.p1	K14209
NODE_30658_length_566_cov_303.603272_g23404_i0.p1	K05664
NODE_30659_length_566_cov_204.844581_g23405_i0.p2	K04506
NODE_30660_length_566_cov_123.116564_g23406_i0.p1	K04994
NODE_30661_length_566_cov_39.161554_g23407_i0.p1	K23939
NODE_30662_length_566_cov_33.828221_g23408_i0.p1	K11971
NODE_30663_length_566_cov_20.850716_g23409_i0.p2	K18263
NODE_30664_length_566_cov_16.253579_g23410_i0.p2	K05801
NODE_30666_length_566_cov_8.846626_g23412_i0.p1	K00138
NODE_30668_length_566_cov_6.206544_g23414_i0.p1	K13297
NODE_30669_length_566_cov_4.533742_g23415_i0.p1	K12482
NODE_30670_length_566_cov_3.991820_g23416_i0.p1	K12015
NODE_30674_length_566_cov_3.490798_g23420_i0.p2	K12561
NODE_30677_length_566_cov_2.789366_g23423_i0.p1	K21636
NODE_30678_length_566_cov_2.705521_g23424_i0.p3	K03522
NODE_3067_length_2965_cov_1041.731994_g2068_i0.p3	K04447
NODE_3067_length_2965_cov_1041.731994_g2068_i0.p1	K0735
NODE_30684_length_565_cov_21023.985656_g23430_i0.p2	K06915
NODE_30685_length_565_cov_2508.709016_g23431_i0.p1	K06901
NODE_30686_length_565_cov_594.452869_g23432_i0.p1	K3
NODE_30687_length_565_cov_501.122951_g23433_i0.p1	K01154
NODE_30688_length_565_cov_206.506148_g23434_i0.p1	K10666
NODE_30689_length_565_cov_57.096311_g23435_i0.p1	K17586
NODE_30690_length_565_cov_52.387295_g23436_i0.p1	K00799
NODE_30691_length_565_cov_22.883197_g23437_i0.p1	K03531
NODE_30692_length_565_cov_18.348361_g23438_i0.p1	K00024
NODE_30695_length_565_cov_7.028689_g23441_i0.p2	K13105
NODE_3069_length_2965_cov_245.502770_g2070_i0.p1	K15371
NODE_306_length_6269_cov_1280.807978_g182_i0.p1	K11699
NODE_30705_length_565_cov_2.993852_g23451_i0.p2	K00806
NODE_30706_length_565_cov_2.086066_g23452_i0.p1	K06879
NODE_30708_length_565_cov_1.889344_g23454_i0.p1	K06821
NODE_3070_length_2964_cov_1104.312781_g2071_i0.p2	K17580
NODE_30710_length_564_cov_23302.507187_g23456_i0.p1	K01256
NODE_30711_length_564_cov_21450.314168_g23457_i0.p1	K08309
NODE_30713_length_564_cov_12829.394251_g23459_i0.p1	K09551
NODE_30714_length_564_cov_9887.498973_g887_i20.p2	K04751
NODE_30715_length_564_cov_4502.365503_g9515_i2.p1	K10355
NODE_30716_length_564_cov_2202.394251_g23460_i0.p3	K03955
NODE_30717_length_564_cov_1553.131417_g23461_i0.p1	K22803
NODE_30718_length_564_cov_1426.757700_g23462_i0.p2	K06754
NODE_30719_length_564_cov_1387.117043_g23463_i0.p3	K10408
NODE_3071_length_2964_cov_334.125390_g2072_i0.p5	K04257
NODE_3071_length_2964_cov_334.125390_g2072_i0.p9	K21573
NODE_3071_length_2964_cov_334.125390_g2072_i0.p1	K08328
NODE_30720_length_564_cov_645.718686_g23464_i0.p1	K20283
NODE_30721_length_564_cov_619.114990_g23465_i0.p1	K12176
NODE_30722_length_564_cov_617.394251_g21386_i1.p1	K10408
NODE_30724_length_564_cov_324.611910_g23467_i0.p2	K07964
NODE_30725_length_564_cov_271.858316_g23468_i0.p2	K18263
NODE_30726_length_564_cov_268.669405_g23469_i0.p1	K10655
NODE_30728_length_564_cov_255.408624_g23471_i0.p1	K14310
NODE_30729_length_564_cov_116.439425_g23472_i0.p2	K10601
NODE_3072_length_2963_cov_42.896743_g2073_i0.p2	K02112
NODE_30730_length_564_cov_71.168378_g23473_i0.p3	K03469
NODE_30731_length_564_cov_26.595483_g23474_i0.p2	K10247
NODE_30733_length_564_cov_17.363450_g23476_i0.p2	K02770
NODE_30734_length_564_cov_8.363450_g23477_i0.p1	K10362
NODE_30735_length_564_cov_8.073922_g23478_i0.p1	K16551
NODE_30736_length_564_cov_7.455852_g23479_i0.p1	K19414
NODE_30737_length_564_cov_6.427105_g23480_i0.p2	K26153
NODE_30739_length_564_cov_4.201232_g23482_i0.p1	K02002
NODE_3073_length_2962_cov_1606.662045_g2074_i0.p1	K22864
NODE_30745_length_564_cov_2.221766_g23488_i0.p2	K14319
NODE_30749_length_564_cov_1.336756_g23492_i0.p1	K07277
NODE_3074_length_2962_cov_1205.168804_g2075_i0.p1	K22909
NODE_30751_length_563_cov_29778.098765_g23494_i0.p1	K09561
NODE_30753_length_563_cov_8754.462963_g23496_i0.p1	K03238
NODE_30754_length_563_cov_2561.915638_g23497_i0.p1	K06901
NODE_30755_length_563_cov_1773.032922_g23498_i0.p1	K23332
NODE_30756_length_563_cov_1763.248971_g6907_i2.p1	K01365
NODE_30757_length_563_cov_1636.479424_g23499_i0.p1	K06901
NODE_30758_length_563_cov_835.076132_g23500_i0.p1	K20478
NODE_30759_length_563_cov_392.633745_g23501_i0.p1	K16499
NODE_30760_length_563_cov_288.037037_g23502_i0.p1	K2047
NODE_30762_length_563_cov_197.325103_g23504_i0.p3	K00366
NODE_30763_length_563_cov_159.384774_g23505_i0.p1	K04851
NODE_30764_length_563_cov_134.339506_g23506_i0.p3	K10380
NODE_30765_length_563_cov_108.440329_g23507_i0.p1	K06013
NODE_30767_length_563_cov_98.248971_g23509_i0.p1	K03407
NODE_30768_length_563_cov_81.592593_g23510_i0.p2	K00526
NODE_30769_length_563_cov_79.679012_g23511_i0.p1	K22381
NODE_3076_length_2961_cov_185.916782_g1696_i4.p1	K16739
NODE_3076_length_2961_cov_185.916782_g1696_i4.p3	K19219
NODE_30770_length_563_cov_77.026749_g23512_i0.p2	K24818
NODE_30771_length_563_cov_67.921811_g23513_i0.p1	K10896
NODE_30772_length_563_cov_23.765432_g23514_i0.p1	K13993
NODE_30774_length_563_cov_12.868313_g23516_i0.p1	K02613
NODE_30777_length_563_cov_7.913580_g23519_i0.p2	K00710
NODE_30779_length_563_cov_6.438272_g23521_i0.p1	K02716
NODE_30781_length_563_cov_5.921811_g23523_i0.p2	K06400
NODE_30783_length_563_cov_4.629630_g23525_i0.p2	K00415
NODE_30784_length_563_cov_4.627572_g23526_i0.p1	K01113
NODE_30789_length_563_cov_2.979424_g23531_i0.p1	K24945
NODE_3078_length_2960_cov_10255.520291_g2078_i0.p3	K25616
NODE_3078_length_2960_cov_10255.520291_g2078_i0.p1	K25392
NODE_30790_length_563_cov_2.927984_g23532_i0.p1	K15272
NODE_30793_length_563_cov_2.220165_g23535_i0.p3	K00406
NODE_30795_length_562_cov_32131.960825_g23537_i0.p1	K02893
NODE_30796_length_562_cov_21838.045361_g23538_i0.p1	K02893
NODE_30797_length_562_cov_21792.457732_g23539_i0.p1	K02893
NODE_30798_length_562_cov_21741.206186_g23540_i0.p1	K02893
NODE_30799_length_562_cov_21573.975258_g23541_i0.p1	K02893
NODE_3079_length_2959_cov_968.597155_g1769_i1.p4	K25689
NODE_3079_length_2959_cov_968.597155_g1769_i1.p1	K20478
NODE_307_length_6263_cov_1655.907533_g183_i0.p1	K20276
NODE_307_length_6263_cov_1655.907533_g183_i0.p2	K20276
NODE_307_length_6263_cov_1655.907533_g183_i0.p3	K01178
NODE_30800_length_562_cov_21490.185567_g23542_i0.p1	K02893
NODE_30801_length_562_cov_21409.216495_g23543_i0.p1	K02893
NODE_30802_length_562_cov_21181.880412_g23544_i0.p1	K02893
NODE_30803_length_562_cov_13617.189691_g23545_i0.p1	K10770
NODE_30804_length_562_cov_6443.686598_g23546_i0.p1	K00376
NODE_30805_length_562_cov_2487.061856_g23547_i0.p3	K13708
NODE_30806_length_562_cov_1598.701031_g23548_i0.p1	K17550
NODE_30807_length_562_cov_1407.000000_g23549_i0.p1	K08889
NODE_30808_length_562_cov_1333.208247_g23550_i0.p1	K18757
NODE_30809_length_562_cov_1139.915464_g23551_i0.p1	K01182
NODE_3080_length_2959_cov_38.359473_g1988_i1.p1	K01142
NODE_3080_length_2959_cov_38.359473_g1988_i1.p3	K08991
NODE_30810_length_562_cov_879.548454_g16648_i3.p1	K03168
NODE_30811_length_562_cov_691.348454_g23552_i0.p1	K08300
NODE_30812_length_562_cov_623.400000_g23553_i0.p1	K01174
NODE_30813_length_562_cov_345.400000_g23554_i0.p1	K01696
NODE_30814_length_562_cov_292.657732_g23555_i0.p1	K20284
NODE_30815_length_562_cov_278.560825_g23556_i0.p1	K24220
NODE_30816_length_562_cov_216.381443_g23557_i0.p1	K21955
NODE_30817_length_562_cov_171.923711_g23558_i0.p2	K10798
NODE_30818_length_562_cov_120.445361_g23559_i0.p1	K13448
NODE_3081_length_2958_cov_1022.993405_g2079_i0.p1	K11498
NODE_30822_length_562_cov_33.447423_g23563_i0.p1	K10356
NODE_30823_length_562_cov_26.280412_g23564_i0.p2	K04979
NODE_30827_length_562_cov_10.449485_g23568_i0.p3	K13716
NODE_30828_length_562_cov_8.107216_g23569_i0.p1	K16475
NODE_30829_length_562_cov_6.094845_g23570_i0.p2	K02601
NODE_3082_length_2958_cov_968.121138_g2080_i0.p1	K02519
NODE_3082_length_2958_cov_968.121138_g2080_i0.p2	K16585
NODE_30830_length_562_cov_5.228866_g23571_i0.p1	K02410
NODE_30831_length_562_cov_5.022680_g23572_i0.p1	K21162
NODE_30832_length_562_cov_4.905155_g23573_i0.p1	K09216
NODE_30834_length_562_cov_4.208247_g23575_i0.p2	K03231
NODE_30835_length_562_cov_4.197938_g23576_i0.p1	K23851
NODE_30836_length_562_cov_3.558763_g23577_i0.p1	K08873
NODE_30837_length_562_cov_3.451546_g23578_i0.p1	K20478
NODE_30841_length_562_cov_2.729897_g23582_i0.p1	K0748
NODE_30842_length_562_cov_2.286598_g23583_i0.p3	K08720
NODE_30844_length_562_cov_2.014433_g23585_i0.p2	K14481
NODE_30848_length_561_cov_21324.070248_g16411_i1.p1	K25636
NODE_30849_length_561_cov_3089.805785_g23589_i0.p1	K02952
NODE_3084_length_2958_cov_26.208261_g1823_i1.p9	K04257
NODE_3084_length_2958_cov_26.208261_g1823_i1.p4	K21988
NODE_30851_length_561_cov_2161.690083_g23591_i0.p1	K23029
NODE_30852_length_561_cov_2074.915289_g23592_i0.p2	K24056
NODE_30853_length_561_cov_1836.685950_g23593_i0.p1	K09291
NODE_30854_length_561_cov_522.159091_g23594_i0.p3	K13412
NODE_30856_length_561_cov_192.154959_g23596_i0.p1	K24756
NODE_30858_length_561_cov_144.551653_g23598_i0.p2	K21449
NODE_30859_length_561_cov_112.863636_g23599_i0.p2	K01056
NODE_3085_length_2956_cov_3136.239319_g2082_i0.p1	K20478
NODE_30860_length_561_cov_93.793388_g23600_i0.p1	K01669
NODE_30861_length_561_cov_86.783058_g23601_i0.p2	K14649
NODE_30862_length_561_cov_69.735537_g23602_i0.p1	K00799
NODE_30863_length_561_cov_67.311983_g23603_i0.p2	K12396
NODE_30864_length_561_cov_64.229339_g23604_i0.p1	K01712
NODE_30865_length_561_cov_60.582645_g23605_i0.p2	K20291
NODE_30866_length_561_cov_33.673554_g23606_i0.p2	K09324
NODE_30868_length_561_cov_27.035124_g23608_i0.p1	K10414
NODE_3086_length_2956_cov_1693.217437_g2074_i1.p1	K22864
NODE_30870_length_561_cov_24.221074_g23610_i0.p1	K10500
NODE_30871_length_561_cov_20.640496_g23611_i0.p2	K10360
NODE_30875_length_561_cov_11.735537_g23615_i0.p1	K19600
NODE_30876_length_561_cov_11.142562_g23616_i0.p1	K12316
NODE_30877_length_561_cov_9.997934_g16786_i1.p2	K10591
NODE_30878_length_561_cov_9.175620_g23617_i0.p1	K15691
NODE_30879_length_561_cov_8.582645_g23618_i0.p2	K02108
NODE_3087_length_2956_cov_483.763112_g2083_i0.p2	K20178
NODE_30881_length_561_cov_7.338843_g23620_i0.p1	K02414
NODE_30882_length_561_cov_7.210744_g23621_i0.p1	K09405
NODE_30885_length_561_cov_3.944215_g23624_i0.p2	K02113
NODE_30886_length_561_cov_3.787190_g23625_i0.p3	K08870
NODE_30887_length_561_cov_3.541322_g23626_i0.p2	K01626
NODE_30889_length_561_cov_3.105372_g23628_i0.p1	K03839
NODE_3088_length_2956_cov_38.183744_g1988_i2.p1	K01142
NODE_3088_length_2956_cov_38.183744_g1988_i2.p3	K08991
NODE_30890_length_561_cov_2.855372_g23629_i0.p1	K00954
NODE_30893_length_561_cov_1.859504_g23632_i0.p3	K10388
NODE_30895_length_561_cov_1.090909_g23634_i0.p1	K05632
NODE_30896_length_560_cov_24002.215321_g23635_i0.p3	K02898
NODE_30897_length_560_cov_15944.416149_g23636_i0.p1	K0949
NODE_30899_length_560_cov_1088.904762_g23637_i0.p1	K08898
NODE_3089_length_2955_cov_1898.551772_g2084_i0.p1	K03546
NODE_308_length_6243_cov_474.585307_g184_i0.p1	K04851
NODE_30901_length_560_cov_570.801242_g23638_i0.p1	K10609
NODE_30902_length_560_cov_555.004141_g23639_i0.p2	K21436
NODE_30903_length_560_cov_381.407867_g23640_i0.p1	K20119
NODE_30905_length_560_cov_269.650104_g23642_i0.p2	K02147
NODE_30906_length_560_cov_177.590062_g23643_i0.p1	K09275
NODE_30907_length_560_cov_160.664596_g22941_i1.p1	K18468
NODE_30908_length_560_cov_72.772257_g23644_i0.p3	K21436
NODE_30909_length_560_cov_53.374741_g23645_i0.p1	K16711
NODE_3090_length_2955_cov_599.535441_g2085_i0.p1	K20478
NODE_30911_length_560_cov_22.362319_g23647_i0.p1	K11367
NODE_30912_length_560_cov_15.107660_g23648_i0.p1	K02470
NODE_30913_length_560_cov_12.536232_g23649_i0.p1	K22656
NODE_30914_length_560_cov_10.985507_g23650_i0.p3	K18440
NODE_30915_length_560_cov_7.732919_g23651_i0.p2	K09186
NODE_30916_length_560_cov_7.339545_g23652_i0.p1	K19685
NODE_30918_length_560_cov_6.879917_g23654_i0.p1	K01153
NODE_30919_length_560_cov_6.492754_g23655_i0.p2	K18798
NODE_30920_length_560_cov_6.180124_g23656_i0.p1	K00710
NODE_30921_length_560_cov_5.908903_g23657_i0.p1	K07258
NODE_30923_length_560_cov_5.161491_g23659_i0.p1	K07203
NODE_30925_length_560_cov_4.285714_g23661_i0.p3	K25472
NODE_3092_length_2955_cov_70.005212_g2087_i0.p1	K24185
NODE_30930_length_560_cov_3.339545_g23666_i0.p1	K25832
NODE_30932_length_560_cov_2.461698_g23668_i0.p2	K02575
NODE_30933_length_560_cov_2.455487_g23669_i0.p2	K01876
NODE_30936_length_560_cov_1.964803_g23672_i0.p1	K03929
NODE_30938_length_560_cov_1.482402_g23674_i0.p1	K18888
NODE_3093_length_2954_cov_152.348975_g2088_i0.p2	K00496
NODE_3093_length_2954_cov_152.348975_g2088_i0.p1	K17973
NODE_30942_length_559_cov_7914.271784_g23678_i0.p3	K04079
NODE_30943_length_559_cov_2347.360996_g23679_i0.p1	K23405
NODE_30944_length_559_cov_1196.684647_g23680_i0.p1	K01892
NODE_30945_length_559_cov_515.182573_g23681_i0.p1	K24729
NODE_30946_length_559_cov_463.286307_g23682_i0.p1	K10143
NODE_30947_length_559_cov_362.329876_g23683_i0.p1	K08711
NODE_30949_length_559_cov_309.680498_g23685_i0.p1	K14648
NODE_3094_length_2952_cov_771.049739_g2089_i0.p1	K20478
NODE_30950_length_559_cov_157.053942_g23686_i0.p1	K25392
NODE_30951_length_559_cov_152.186722_g23687_i0.p2	K12026
NODE_30952_length_559_cov_29.620332_g23688_i0.p1	K00472
NODE_30955_length_559_cov_5.663900_g23691_i0.p1	K07316
NODE_30956_length_559_cov_5.369295_g23692_i0.p2	K21573
NODE_30957_length_559_cov_5.182573_g23693_i0.p1	K01490
NODE_30958_length_559_cov_4.919087_g23694_i0.p1	K01099
NODE_30959_length_559_cov_4.819502_g23695_i0.p1	K00986
NODE_30962_length_559_cov_3.597510_g23698_i0.p1	K01203
NODE_30966_length_559_cov_2.724066_g23702_i0.p1	K09267
NODE_30967_length_559_cov_2.719917_g23703_i0.p2	K24339
NODE_30968_length_559_cov_2.421162_g23704_i0.p2	K03043
NODE_30969_length_559_cov_2.286307_g23705_i0.p1	K20404
NODE_3096_length_2952_cov_174.431652_g837_i2.p1	K08282
NODE_30973_length_558_cov_79226.970894_g23709_i0.p1	K02183
NODE_30974_length_558_cov_67931.241164_g23710_i0.p1	K00933
NODE_30975_length_558_cov_48161.758836_g23711_i0.p2	K01873
NODE_30976_length_558_cov_43245.800416_g23712_i0.p2	K01873
NODE_30977_length_558_cov_42464.962578_g23713_i0.p2	K01873
NODE_30978_length_558_cov_41764.569647_g23714_i0.p2	K01873
NODE_30979_length_558_cov_31821.602911_g23715_i0.p2	K02974
NODE_3097_length_2951_cov_1085.007655_g2091_i0.p1	K16582
NODE_30981_length_558_cov_16214.180873_g2307_i3.p1	K00910
NODE_30982_length_558_cov_15150.272349_g23716_i0.p1	K02341
NODE_30983_length_558_cov_3058.367983_g23717_i0.p3	K19538
NODE_30984_length_558_cov_2454.802495_g23718_i0.p1	K06816
NODE_30985_length_558_cov_1157.943867_g23719_i0.p2	K00525
NODE_30987_length_558_cov_1118.528067_g23721_i0.p1	K02183
NODE_30988_length_558_cov_1022.634096_g23722_i0.p1	K12330
NODE_30989_length_558_cov_1012.546778_g16018_i1.p1	K01869
NODE_30992_length_558_cov_441.792100_g23725_i0.p2	K16481
NODE_30995_length_558_cov_215.598753_g23728_i0.p1	K10773
NODE_30997_length_558_cov_193.540541_g23730_i0.p1	K15277
NODE_309_length_6238_cov_865.664827_g185_i0.p2	K06675
NODE_309_length_6238_cov_865.664827_g185_i0.p1	K25632
NODE_30_length_13053_cov_940.334078_g19_i0.p1	K10408
NODE_31000_length_558_cov_76.871102_g23733_i0.p2	K04349
NODE_31001_length_558_cov_69.488565_g23734_i0.p2	K03469
NODE_31002_length_558_cov_53.910603_g23735_i0.p2	K10903
NODE_31003_length_558_cov_32.386694_g23736_i0.p2	K05681
NODE_31006_length_558_cov_14.291060_g23739_i0.p2	K24087
NODE_31007_length_558_cov_13.908524_g23740_i0.p1	K18402
NODE_31009_length_558_cov_9.841996_g23742_i0.p1	K19533
NODE_3100_length_2949_cov_2895.949164_g2093_i0.p1	K24842
NODE_31010_length_558_cov_9.417879_g23743_i0.p1	K03254
NODE_31011_length_558_cov_9.056133_g23744_i0.p1	K25185
NODE_31013_length_558_cov_7.031185_g23746_i0.p1	K09553
NODE_31014_length_558_cov_6.640333_g23747_i0.p2	K17573
NODE_31015_length_558_cov_4.415800_g23748_i0.p1	K01214
NODE_31017_length_558_cov_4.070686_g23750_i0.p1	K07146
NODE_31018_length_558_cov_3.752599_g23751_i0.p1	K16502
NODE_3101_length_2949_cov_2800.002089_g2093_i1.p1	K24842
NODE_31020_length_558_cov_3.440748_g23753_i0.p1	K06531
NODE_31021_length_558_cov_3.120582_g23754_i0.p1	K23900
NODE_31024_length_558_cov_2.031185_g23757_i0.p3	K14957
NODE_31027_length_557_cov_35644.208333_g16002_i18.p1	K13150
NODE_31028_length_557_cov_29058.643750_g23760_i0.p1	K19326
NODE_3102_length_2949_cov_707.084262_g981_i1.p1	K03546
NODE_31030_length_557_cov_10881.083333_g23762_i0.p2	K01148
NODE_31031_length_557_cov_8083.291667_g14588_i1.p1	K14971
NODE_31032_length_557_cov_7903.460417_g14588_i2.p1	K14971
NODE_31033_length_557_cov_4198.393750_g23763_i0.p1	K16735
NODE_31034_length_557_cov_3171.183333_g23764_i0.p2	K18715
NODE_31035_length_557_cov_1317.606250_g23765_i0.p1	K16833
NODE_31036_length_557_cov_1109.529167_g23766_i0.p2	K10645
NODE_31038_length_557_cov_877.095833_g23767_i0.p1	K22290
NODE_31039_length_557_cov_298.162500_g23768_i0.p1	K00923
NODE_3103_length_2949_cov_346.247911_g2094_i0.p1	K04804
NODE_31040_length_557_cov_261.004167_g23769_i0.p2	K08671
NODE_31041_length_557_cov_166.420833_g23770_i0.p1	K21449
NODE_31042_length_557_cov_144.714583_g23771_i0.p1	K12485
